"name","nTracks","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence",
"MHD"," 2"," 0.9450000000000001"," 0.8360000000000001"," 0.314"," 0.08374999999999999"," 0.0376"," 0.0993"," 0.637"," "
"Miami Yacine"," 1"," 0.792"," 0.728"," 0.12"," 0.0695"," 0.0"," 0.143"," 0.676"," "
"Michael Bublé"," 3"," 0.5663333333333334"," 0.4283333333333333"," 0.04406666666666667"," 0.8019999999999999"," 3.07e-06"," 0.19273333333333334"," 0.6429999999999999"," "
"Michael Jackson"," 1"," 0.92"," 0.654"," 0.0401"," 0.0236"," 0.0158"," 0.0359"," 0.847"," "
"Michele Bravi"," 1"," 0.41"," 0.4"," 0.0361"," 0.526"," 0.0"," 0.128"," 0.316"," "
"Migos"," 3"," 0.8976666666666667"," 0.6270000000000001"," 0.2173333333333333"," 0.1183"," 0.0"," 0.15333333333333335"," 0.269"," "
"Mikael Gabriel"," 7"," 0.5804285714285714"," 0.7244285714285714"," 0.09168571428571429"," 0.05352571428571429"," 7.242857142857142e-05"," 0.18372857142857144"," 0.5414285714285715"," "
"Mikko Harju"," 1"," 0.413"," 0.409"," 0.0361"," 0.259"," 0.0"," 0.0966"," 0.221"," "
"Miley Cyrus"," 1"," 0.565"," 0.782"," 0.0506"," 0.0577"," 4.16e-05"," 0.0757"," 0.4"," "
"Miquela"," 1"," 0.734"," 0.439"," 0.0646"," 0.698"," 4.34e-05"," 0.125"," 0.454"," "
"Mister V"," 7"," 0.7415714285714287"," 0.6934285714285714"," 0.16462857142857143"," 0.21676999999999996"," 1.7857142857142859e-06"," 0.15705714285714287"," 0.6158571428571429"," "
"MK"," 1"," 0.703"," 0.832"," 0.0689"," 0.00149"," 0.127"," 0.0696"," 0.667"," "
"Moira Dela Torre"," 3"," 0.437"," 0.31233333333333335"," 0.0452"," 0.6886666666666666"," 3.788666666666667e-05"," 0.19596666666666665"," 0.3666666666666667"," "
"Molo"," 4"," 0.8512500000000001"," 0.6072500000000001"," 0.20099999999999998"," 0.1962"," 0.0"," 0.140675"," 0.37575000000000003"," "
"Mon Laferte"," 3"," 0.4876666666666667"," 0.523"," 0.03133333333333333"," 0.3017"," 0.002984866666666667"," 0.109"," 0.5369999999999999"," "
"Monsieur Job"," 1"," 0.849"," 0.605"," 0.16"," 0.023"," 0.111"," 0.0251"," 0.393"," "
"Mrs. GREEN APPLE"," 1"," 0.548"," 0.789"," 0.054"," 0.0271"," 0.0"," 0.0417"," 0.625"," "
"Mura Masa"," 1"," 0.665"," 0.771"," 0.14"," 0.126"," 0.00449"," 0.27"," 0.732"," "
"Musicologo The Libro"," 1"," 0.894"," 0.723"," 0.0917"," 0.246"," 0.00475"," 0.15"," 0.487"," "
"Mykola Dmytrovych Leontovych"," 1"," 0.418"," 0.106"," 0.0448"," 0.994"," 0.0292"," 0.179"," 0.8"," "
"Nacho"," 2"," 0.804"," 0.8674999999999999"," 0.11485"," 0.20550000000000002"," 0.0011326449999999998"," 0.059649999999999995"," 0.6355"," "
"Naiara Azevedo"," 1"," 0.778"," 0.826"," 0.212"," 0.206"," 0.0"," 0.761"," 0.759"," "
"Namewee"," 1"," 0.51"," 0.73"," 0.187"," 0.36"," 0.0"," 0.128"," 0.284"," "
"Nana Lee"," 1"," 0.532"," 0.419"," 0.0371"," 0.524"," 1.03e-05"," 0.104"," 0.316"," "
"Nano"," 1"," 0.433"," 0.878"," 0.0505"," 0.033"," 1.44e-06"," 0.159"," 0.386"," "
"Nat King Cole"," 1"," 0.31"," 0.095"," 0.0366"," 0.904"," 3.43e-05"," 0.128"," 0.188"," "
"Natti Natasha"," 2"," 0.815"," 0.8095"," 0.0562"," 0.032350000000000004"," 9.17e-05"," 0.255"," 0.8305"," "
"Nego do Borel"," 1"," 0.854"," 0.682"," 0.069"," 0.374"," 0.0"," 0.0697"," 0.887"," "
"NEIKED"," 1"," 0.803"," 0.569"," 0.0739"," 0.0623"," 0.0"," 0.083"," 0.809"," "
"Nekfeu"," 3"," 0.8613333333333334"," 0.7183333333333333"," 0.20336666666666667"," 0.4653333333333333"," 5.166666666666667e-07"," 0.12546666666666667"," 0.3519333333333334"," "
"Nelli Matula"," 1"," 0.728"," 0.888"," 0.0636"," 0.18"," 0.0"," 0.139"," 0.762"," "
"Nevada"," 1"," 0.707"," 0.883"," 0.0602"," 0.0707"," 0.0"," 0.23"," 0.541"," "
"NF"," 2"," 0.6575"," 0.7184999999999999"," 0.11649999999999999"," 0.314"," 0.0"," 0.173"," 0.4525"," "
"Niall Horan"," 3"," 0.585"," 0.5046666666666667"," 0.042333333333333334"," 0.2537333333333333"," 0.0"," 0.09853333333333335"," 0.42"," "
"NICKTHEREAL"," 1"," 0.579"," 0.806"," 0.0446"," 0.0309"," 0.0"," 0.071"," 0.373"," "
"Nicky Jam"," 2"," 0.684"," 0.711"," 0.0681"," 0.22349999999999998"," 0.0"," 0.1061"," 0.759"," "
"Nico Santos"," 1"," 0.741"," 0.706"," 0.137"," 0.25"," 0.0"," 0.0648"," 0.582"," "
"Nik & Jay"," 1"," 0.635"," 0.284"," 0.0913"," 0.724"," 0.0"," 0.106"," 0.365"," "
"Nikke Ankara"," 5"," 0.7362"," 0.759"," 0.07252"," 0.159862"," 4.24e-07"," 0.16605999999999999"," 0.6896"," "
"Nimo"," 1"," 0.837"," 0.84"," 0.0447"," 0.338"," 2.11e-05"," 0.0752"," 0.845"," "
"Ninho"," 10"," 0.7478"," 0.6491"," 0.2831"," 0.37309999999999993"," 0.0"," 0.19316999999999998"," 0.4146000000000001"," "
"Niska"," 12"," 0.82825"," 0.6545833333333334"," 0.19400000000000003"," 0.20491666666666666"," 8.75e-07"," 0.11873333333333334"," 0.41066666666666657"," "
"Nitro"," 2"," 0.7715"," 0.832"," 0.256"," 0.0949"," 0.0"," 0.35250000000000004"," 0.4245"," "
"No Method"," 1"," 0.714"," 0.786"," 0.0747"," 0.183"," 0.00676"," 0.29"," 0.63"," "
"No Party For Cao Dong"," 2"," 0.6154999999999999"," 0.6385000000000001"," 0.0668"," 0.05475"," 0.0013335"," 0.0878"," 0.45699999999999996"," "
"Noah Cyrus"," 1"," 0.588"," 0.471"," 0.0577"," 0.592"," 0.00146"," 0.0733"," 0.209"," "
"NODE"," 6"," 0.7995000000000001"," 0.6496666666666666"," 0.08711666666666666"," 0.2258"," 0.00012830166666666666"," 0.1366666666666667"," 0.6076666666666667"," "
"Norm Ender"," 8"," 0.7347499999999999"," 0.736625"," 0.11445"," 0.2357"," 0.0"," 0.20687500000000003"," 0.746"," "
"Noyz Narcos"," 1"," 0.705"," 0.885"," 0.382"," 0.439"," 0.0"," 0.129"," 0.446"," "
"O.C. Dawgs"," 1"," 0.724"," 0.684"," 0.0569"," 0.718"," 0.0"," 0.0925"," 0.765"," "
"Ofenbach"," 2"," 0.808"," 0.7295"," 0.05245"," 0.11005000000000001"," 0.0003232"," 0.06595000000000001"," 0.6885"," "
"Offset"," 1"," 0.88"," 0.428"," 0.206"," 0.149"," 5.07e-05"," 0.114"," 0.333"," "
"OG Ulla-Maija"," 1"," 0.717"," 0.855"," 0.25"," 0.116"," 0.0"," 0.0627"," 0.623"," "
"Olli Lindholm"," 1"," 0.575"," 0.913"," 0.0365"," 0.00982"," 3.54e-06"," 0.302"," 0.799"," "
"Olvidate!"," 1"," 0.767"," 0.82"," 0.137"," 0.0222"," 0.0"," 0.0493"," 0.785"," "
"ONE OK ROCK"," 1"," 0.379"," 0.69"," 0.0549"," 0.0286"," 0.0"," 0.335"," 0.288"," "
"OneRepublic"," 1"," 0.593"," 0.868"," 0.295"," 0.183"," 0.0"," 0.365"," 0.496"," "
"Orelsan"," 11"," 0.7032727272727273"," 0.7030909090909091"," 0.2549818181818182"," 0.29217272727272725"," 5.036363636363636e-06"," 0.15202727272727273"," 0.47081818181818175"," "
"Otsochodzi"," 1"," 0.694"," 0.663"," 0.334"," 0.631"," 0.0"," 0.0906"," 0.214"," "
"Ozuna"," 10"," 0.7455"," 0.6838"," 0.10099"," 0.21368"," 0.00134133"," 0.14853"," 0.6243000000000001"," "
"P!nk"," 2"," 0.4375"," 0.591"," 0.0536"," 0.02695"," 2.57e-06"," 0.08895"," 0.187"," "
"Pabllo Vittar"," 5"," 0.6946"," 0.754"," 0.04148"," 0.42780000000000007"," 0.0"," 0.0827"," 0.93"," "
"Pablo Alborán"," 2"," 0.731"," 0.687"," 0.0586"," 0.232"," 2.33e-05"," 0.265"," 0.577"," "
"Page Four"," 1"," 0.587"," 0.565"," 0.0601"," 0.0355"," 0.0"," 0.0974"," 0.659"," "
"Pasi ja Anssi"," 1"," 0.764"," 0.743"," 0.0336"," 0.00411"," 0.00779"," 0.293"," 0.895"," "
"Paul McCartney"," 1"," 0.774"," 0.511"," 0.0319"," 0.322"," 0.0"," 0.0672"," 0.771"," "
"PAY"," 1"," 0.854"," 0.825"," 0.0909"," 0.443"," 0.000226"," 0.1"," 0.822"," "
"Payung Teduh"," 3"," 0.5316666666666666"," 0.6393333333333334"," 0.06603333333333333"," 0.5179999999999999"," 0.031796666666666674"," 0.13166666666666665"," 0.659"," "
"Peking Duk"," 1"," 0.528"," 0.874"," 0.0456"," 0.045"," 0.0"," 0.0888"," 0.376"," "
"Pentatonix"," 1"," 0.321"," 0.377"," 0.0361"," 0.454"," 0.0"," 0.338"," 0.367"," "
"Perry Como"," 1"," 0.725"," 0.276"," 0.0599"," 0.76"," 0.0"," 0.116"," 0.717"," "
"Petit Biscuit"," 1"," 0.783"," 0.467"," 0.0503"," 0.729"," 0.809"," 0.109"," 0.236"," "
"Petri Nygård"," 2"," 0.896"," 0.873"," 0.04345"," 0.08335000000000001"," 1.21e-06"," 0.2605"," 0.8075"," "
"Pikku G"," 1"," 0.65"," 0.672"," 0.148"," 0.447"," 0.0"," 0.285"," 0.387"," "
"Pil C"," 8"," 0.6957500000000001"," 0.70075"," 0.29955"," 0.24662499999999998"," 0.00027632"," 0.2865"," 0.37475"," "
"Piruka"," 3"," 0.7543333333333333"," 0.6043333333333334"," 0.27366666666666667"," 0.522"," 0.00020366666666666667"," 0.09873333333333334"," 0.25433333333333336"," "
"Piso 21"," 4"," 0.73525"," 0.7925"," 0.0594"," 0.192175"," 3.25e-07"," 0.095"," 0.6857500000000001"," "
"Pitbull"," 2"," 0.616"," 0.7685"," 0.185"," 0.04145"," 3.09e-06"," 0.2155"," 0.5175000000000001"," "
"Playboi Carti"," 1"," 0.791"," 0.581"," 0.286"," 0.0113"," 0.0"," 0.35"," 0.438"," "
"Pnau"," 1"," 0.718"," 0.934"," 0.0379"," 0.00149"," 0.000131"," 0.324"," 0.239"," "
"PNL"," 2"," 0.736"," 0.6345"," 0.07275"," 0.4415"," 8.75e-05"," 0.11399999999999999"," 0.5640000000000001"," "
"Portion Boys"," 1"," 0.756"," 0.874"," 0.0316"," 0.00535"," 0.0"," 0.127"," 0.604"," "
"Portugal. The Man"," 1"," 0.801"," 0.795"," 0.0504"," 0.0417"," 0.000113"," 0.0717"," 0.754"," "
"Post Malone"," 5"," 0.6216"," 0.6166"," 0.06692000000000001"," 0.23498000000000002"," 4.346e-05"," 0.16148"," 0.2954"," "
"Prāta V�""tra"," 1"," 0.538"," 0.644"," 0.0398"," 0.18"," 0.00335"," 0.108"," 0.345"," "
"Profeetat"," 6"," 0.6455000000000001"," 0.8251666666666666"," 0.15028333333333332"," 0.06136666666666666"," 0.0"," 0.2836666666666667"," 0.48500000000000004"," "
"Puri"," 1"," 0.847"," 0.573"," 0.253"," 0.00739"," 0.0149"," 0.0845"," 0.332"," "
"Pyhimys"," 1"," 0.697"," 0.807"," 0.0762"," 0.678"," 0.000231"," 0.202"," 0.361"," "
"Quebonafide"," 2"," 0.7765"," 0.733"," 0.16929999999999998"," 0.47250000000000003"," 0.0"," 0.12664999999999998"," 0.6795"," "
"Queen"," 1"," 0.296"," 0.421"," 0.0285"," 0.214"," 0.0"," 0.232"," 0.335"," "
"Radistai Dj's"," 1"," 0.76"," 0.752"," 0.0438"," 0.277"," 1.32e-05"," 0.128"," 0.406"," "
"Rae Sremmurd"," 1"," 0.794"," 0.632"," 0.0649"," 0.142"," 0.0"," 0.128"," 0.355"," "
"RAF Camora"," 6"," 0.7163333333333334"," 0.8303333333333334"," 0.15153333333333333"," 0.4076666666666667"," 0.0009296666666666666"," 0.26326666666666665"," 0.603"," "
"Rag'n'Bone Man"," 2"," 0.5834999999999999"," 0.726"," 0.306"," 0.329"," 0.0"," 0.156"," 0.453"," "
"Raisa"," 1"," 0.482"," 0.696"," 0.0358"," 0.438"," 0.0"," 0.0893"," 0.253"," "
"Ramz"," 1"," 0.527"," 0.465"," 0.227"," 0.175"," 0.0"," 0.0661"," 0.765"," "
"Rasmus Seebach"," 3"," 0.6553333333333334"," 0.609"," 0.13913333333333333"," 0.38433333333333336"," 0.0"," 0.1688666666666667"," 0.639"," "
"Regi"," 2"," 0.646"," 0.925"," 0.0513"," 0.419"," 5.14e-05"," 0.368"," 0.534"," "
"Reino Nordin"," 2"," 0.569"," 0.717"," 0.193"," 0.3399"," 0.00074"," 0.14"," 0.7250000000000001"," "
"Reket"," 7"," 0.666"," 0.6452857142857144"," 0.17630000000000004"," 0.13265714285714286"," 0.0021660914285714285"," 0.24612857142857142"," 0.37985714285714284"," "
"Revol"," 1"," 0.768"," 0.735"," 0.0669"," 0.202"," 0.0"," 0.0557"," 0.303"," "
"Richie Campbell"," 2"," 0.492"," 0.4285"," 0.091"," 0.665"," 5.7e-06"," 0.10535"," 0.318"," "
"Ricky Martin"," 1"," 0.663"," 0.92"," 0.226"," 0.00431"," 1.69e-05"," 0.101"," 0.533"," "
"Rihanna"," 1"," 0.509"," 0.637"," 0.0471"," 0.0717"," 1.08e-05"," 0.0789"," 0.378"," "
"RIKI"," 1"," 0.475"," 0.597"," 0.0305"," 0.532"," 0.0"," 0.127"," 0.212"," "
"RIN"," 1"," 0.679"," 0.605"," 0.265"," 0.534"," 0.0881"," 0.192"," 0.488"," "
"Rita Ora"," 2"," 0.7415"," 0.7105"," 0.0542"," 0.09720000000000001"," 0.0"," 0.07765"," 0.6415"," "
"Rjóminn"," 1"," 0.846"," 0.631"," 0.323"," 0.0756"," 0.0"," 0.131"," 0.692"," "
"Rkomi"," 4"," 0.5795"," 0.7645"," 0.124975"," 0.133725"," 0.0"," 0.26765"," 0.24969999999999998"," "
"Robin"," 5"," 0.5713999999999999"," 0.6934000000000001"," 0.05236"," 0.10586"," 0.0"," 0.227"," 0.5698000000000001"," "
"Robin Bengtsson"," 1"," 0.733"," 0.672"," 0.0427"," 0.0308"," 0.0"," 0.163"," 0.463"," "
"Robin Schulz"," 3"," 0.5963333333333334"," 0.8023333333333333"," 0.0712"," 0.11599999999999999"," 0.0"," 0.16966666666666666"," 0.582"," "
"Rombai"," 2"," 0.6365000000000001"," 0.7405"," 0.11359999999999999"," 0.10355"," 0.0012334499999999999"," 0.229"," 0.9145000000000001"," "
"Romeo Santos"," 6"," 0.7435"," 0.6948333333333334"," 0.05576666666666666"," 0.35433333333333333"," 0.0"," 0.2149333333333333"," 0.6453333333333334"," "
"Ronnie Flex"," 8"," 0.8013750000000001"," 0.627625"," 0.17862500000000003"," 0.16725000000000004"," 7.3875e-07"," 0.128"," 0.574"," "
"Roope Salminen & Koirat"," 1"," 0.656"," 0.762"," 0.0451"," 0.0972"," 0.0"," 0.184"," 0.609"," "
"Ruben"," 1"," 0.532"," 0.646"," 0.057"," 0.0495"," 0.0"," 0.108"," 0.44"," "
"Rudimental"," 1"," 0.619"," 0.858"," 0.0929"," 0.00791"," 0.0"," 0.173"," 0.23"," "
"Ruth Reginalds"," 1"," 0.594"," 0.391"," 0.0259"," 0.106"," 0.0"," 0.166"," 0.205"," "
"Ryan Gosling"," 1"," 0.483"," 0.121"," 0.0349"," 0.91"," 0.0"," 0.0885"," 0.419"," "
"Sıla"," 2"," 0.562"," 0.5529999999999999"," 0.14150000000000001"," 0.5305"," 0.0"," 0.228"," 0.47850000000000004"," "
"Sa4"," 1"," 0.71"," 0.618"," 0.343"," 0.349"," 1.81e-06"," 0.0815"," 0.634"," "
"Sadek"," 1"," 0.678"," 0.869"," 0.291"," 0.0895"," 3.22e-06"," 0.164"," 0.457"," "
"Sage The Gemini"," 2"," 0.781"," 0.57"," 0.188"," 0.273"," 0.0"," 0.196"," 0.858"," "
"Sagopa Kajmer"," 2"," 0.516"," 0.6285000000000001"," 0.048549999999999996"," 0.0665"," 0.0001625"," 0.1905"," 0.4125"," "
"Salmo"," 2"," 0.6545000000000001"," 0.786"," 0.318"," 0.1055"," 0.0"," 0.0753"," 0.7210000000000001"," "
"Salvador Sobral"," 3"," 0.4093333333333333"," 0.161"," 0.044033333333333334"," 0.7976666666666666"," 0.003535"," 0.14936666666666668"," 0.303"," "
"Sam Smith"," 4"," 0.5630000000000001"," 0.377"," 0.05395"," 0.56125"," 4.9e-07"," 0.1521"," 0.4445"," "
"Samey"," 2"," 0.6705"," 0.4605"," 0.17275"," 0.13615"," 2.265e-05"," 0.1115"," 0.1301"," "
"SANNI"," 5"," 0.5922"," 0.6318"," 0.05582"," 0.15634"," 0.0047798"," 0.0964"," 0.5144"," "
"SBMG"," 2"," 0.849"," 0.8355"," 0.3365"," 0.08125"," 0.0"," 0.4645"," 0.7555000000000001"," "
"Scarlet Pleasure"," 6"," 0.8365"," 0.5746666666666668"," 0.18411666666666668"," 0.5546666666666666"," 3.059333333333333e-05"," 0.17541666666666667"," 0.7108333333333333"," "
"SCH"," 3"," 0.674"," 0.7406666666666667"," 0.26"," 0.34739999999999993"," 0.0089"," 0.09426666666666667"," 0.315"," "
"Sean Paul"," 1"," 0.741"," 0.891"," 0.119"," 0.0437"," 0.0"," 0.256"," 0.449"," "
"Sebastian Yatra"," 3"," 0.7556666666666666"," 0.7783333333333333"," 0.09726666666666667"," 0.09303333333333334"," 5.699999999999999e-07"," 0.18233333333333332"," 0.7133333333333333"," "
"SEKAI NO OWARI"," 1"," 0.526"," 0.758"," 0.0256"," 0.171"," 0.0"," 0.304"," 0.482"," "
"Selena Gomez"," 3"," 0.7919999999999999"," 0.6073333333333334"," 0.055766666666666666"," 0.11146666666666667"," 1.4833333333333332e-06"," 0.10596666666666665"," 0.44999999999999996"," "
"Sevn Alias"," 6"," 0.8168333333333333"," 0.6128333333333332"," 0.30616666666666664"," 0.3179"," 4.031666666666667e-05"," 0.08544999999999998"," 0.6523333333333333"," "
"Sezen Aksu"," 3"," 0.6163333333333333"," 0.802"," 0.13933333333333334"," 0.21056666666666668"," 1.3966666666666665e-06"," 0.19599999999999998"," 0.5419999999999999"," "
"SFB"," 4"," 0.762"," 0.8019999999999999"," 0.196175"," 0.11124999999999999"," 1.0075e-05"," 0.124675"," 0.6425000000000001"," "
"Sfera Ebbasta"," 3"," 0.7696666666666667"," 0.626"," 0.030333333333333334"," 0.35800000000000004"," 3.0133333333333334e-06"," 0.0929"," 0.7773333333333334"," "
"Shade"," 2"," 0.747"," 0.873"," 0.12405"," 0.253"," 0.0"," 0.13245"," 0.802"," "
"Shakin' Stevens"," 1"," 0.541"," 0.909"," 0.0358"," 0.128"," 0.0"," 0.128"," 0.962"," "
"Shakira"," 4"," 0.76325"," 0.82175"," 0.12115"," 0.19449999999999998"," 7.774999999999999e-05"," 0.09820000000000001"," 0.9175000000000001"," "
"Shawn Mendes"," 3"," 0.6499999999999999"," 0.7610000000000001"," 0.14043333333333333"," 0.21366666666666667"," 0.0"," 0.10510000000000001"," 0.7203333333333334"," "
"Shota Shimizu"," 1"," 0.719"," 0.718"," 0.0316"," 0.307"," 0.000178"," 0.0846"," 0.693"," "
"Sia"," 4"," 0.66225"," 0.71325"," 0.0818"," 0.158525"," 0.0005815"," 0.155375"," 0.54125"," "
"Siboy"," 1"," 0.812"," 0.803"," 0.141"," 0.11"," 0.0"," 0.0637"," 0.93"," "
"Sigala"," 1"," 0.708"," 0.868"," 0.0431"," 0.0313"," 0.0"," 0.122"," 0.72"," "
"Silvestre Dangond"," 2"," 0.6475"," 0.9125"," 0.09355"," 0.10665"," 0.0"," 0.22344999999999998"," 0.7675000000000001"," "
"Simge"," 1"," 0.607"," 0.688"," 0.108"," 0.222"," 1.23e-06"," 0.205"," 0.404"," "
"Simone & Simaria"," 2"," 0.6575"," 0.8554999999999999"," 0.1555"," 0.06955"," 0.0"," 0.232"," 0.7649999999999999"," "
"Six60"," 2"," 0.8494999999999999"," 0.4795"," 0.0383"," 0.017599999999999998"," 1.0059999999999999e-05"," 0.2475"," 0.582"," "
"Sjöroos & Vesala"," 1"," 0.186"," 0.125"," 0.0329"," 0.739"," 0.145"," 0.106"," 0.0365"," "
"Skinz"," 1"," 0.72"," 0.588"," 0.0483"," 0.137"," 0.0"," 0.058"," 0.589"," "
"Sleiman"," 4"," 0.7597499999999999"," 0.70375"," 0.042025"," 0.389"," 0.002541775"," 0.141875"," 0.49075"," "
"Slim Mill"," 1"," 0.878"," 0.648"," 0.159"," 0.146"," 0.00462"," 0.187"," 0.783"," "
"Snakehips"," 1"," 0.657"," 0.703"," 0.0753"," 0.222"," 0.0"," 0.256"," 0.338"," "
"Sofiane"," 3"," 0.693"," 0.7773333333333333"," 0.3073333333333333"," 0.31393333333333334"," 0.0"," 0.21366666666666667"," 0.5326666666666667"," "
"Sophie Elise"," 1"," 0.686"," 0.614"," 0.0611"," 0.192"," 0.0"," 0.115"," 0.275"," "
"Spekti"," 1"," 0.793"," 0.929"," 0.0913"," 0.527"," 9.42e-05"," 0.266"," 0.845"," "
"Starley"," 1"," 0.67"," 0.838"," 0.0362"," 0.0604"," 0.000611"," 0.159"," 0.717"," "
"starRo"," 2"," 0.788"," 0.3555"," 0.0795"," 0.34800000000000003"," 0.0355995"," 0.5735"," 0.3925"," "
"Stefanie Sun"," 1"," 0.427"," 0.252"," 0.0335"," 0.93"," 0.0113"," 0.106"," 0.161"," "
"Steve Aoki"," 1"," 0.647"," 0.932"," 0.0824"," 0.00383"," 1.5e-06"," 0.0574"," 0.374"," "
"Stormzy"," 3"," 0.6576666666666666"," 0.8946666666666667"," 0.22833333333333336"," 0.19243333333333332"," 5.433333333333334e-05"," 0.08703333333333334"," 0.6093333333333333"," "
"Sturla Atlas"," 8"," 0.7505"," 0.567125"," 0.1326"," 0.0512475"," 5.227375e-05"," 0.1639"," 0.3138"," "
"Suchmos"," 1"," 0.681"," 0.938"," 0.0557"," 0.0288"," 0.000264"," 0.0634"," 0.6"," "
"Sunstroke Project"," 2"," 0.8325"," 0.8065"," 0.1115"," 0.2265"," 0.009475"," 0.0681"," 0.6405000000000001"," "
"Super Sako"," 1"," 0.804"," 0.768"," 0.237"," 0.308"," 0.0"," 0.0997"," 0.438"," "
"Suvi Teräsniska"," 1"," 0.488"," 0.511"," 0.0232"," 0.688"," 0.0"," 0.149"," 0.329"," "
"Svala"," 2"," 0.626"," 0.6659999999999999"," 0.03175"," 0.01925"," 0.0011"," 0.1185"," 0.4515"," "
"Taco Hemingway"," 8"," 0.7127500000000001"," 0.536875"," 0.24712499999999998"," 0.43368750000000006"," 0.021335675000000002"," 0.20958749999999998"," 0.3651125"," "
"Takagi & Ketra"," 1"," 0.818"," 0.714"," 0.0335"," 0.0707"," 0.0"," 0.0901"," 0.78"," "
"Tarkan"," 3"," 0.6666666666666666"," 0.794"," 0.046566666666666666"," 0.05514666666666667"," 1.5e-06"," 0.10946666666666667"," 0.5703333333333334"," "
"Taylor Swift"," 6"," 0.726"," 0.6609999999999999"," 0.15066666666666667"," 0.11516666666666665"," 7.396666666666666e-06"," 0.16833333333333333"," 0.447"," "
"Tedua"," 1"," 0.736"," 0.493"," 0.37"," 0.243"," 0.0"," 0.186"," 0.452"," "
"Teflon Brothers"," 2"," 0.704"," 0.9"," 0.0985"," 0.06465"," 0.000131"," 0.22285"," 0.742"," "
"The Chainsmokers"," 6"," 0.6636666666666665"," 0.5941666666666666"," 0.058666666666666666"," 0.16338333333333332"," 0.001234025"," 0.15248333333333333"," 0.3625"," "
"The Drifters"," 1"," 0.61"," 0.318"," 0.0303"," 0.165"," 0.00227"," 0.115"," 0.453"," "
"The Jackson 5"," 1"," 0.685"," 0.565"," 0.0374"," 0.285"," 0.00051"," 0.076"," 0.96"," "
"The Ludvig"," 1"," 0.545"," 0.446"," 0.0468"," 0.345"," 0.0"," 0.187"," 0.247"," "
"The Pogues"," 1"," 0.319"," 0.651"," 0.0342"," 0.501"," 4.73e-05"," 0.241"," 0.474"," "
"The Vamps"," 3"," 0.6176666666666667"," 0.7120000000000001"," 0.0395"," 0.17010333333333336"," 0.0"," 0.23416666666666666"," 0.594"," "
"The Weeknd"," 2"," 0.7270000000000001"," 0.7064999999999999"," 0.19999999999999998"," 0.2955"," 1.745e-06"," 0.10095000000000001"," 0.56"," "
"The xx"," 2"," 0.675"," 0.6950000000000001"," 0.0326"," 0.1741"," 0.09603205000000001"," 0.17"," 0.3665"," "
"Thegiornalisti"," 1"," 0.594"," 0.905"," 0.0851"," 0.0127"," 0.0"," 0.0514"," 0.559"," "
"Thiago Brava"," 1"," 0.746"," 0.447"," 0.118"," 0.846"," 0.0"," 0.201"," 0.924"," "
"TIFFANY BYNOE"," 1"," 0.411"," 0.757"," 0.14"," 0.0275"," 0.000947"," 0.0978"," 0.652"," "
"TIX"," 1"," 0.637"," 0.8"," 0.0561"," 0.00756"," 0.0"," 0.0893"," 0.568"," "
"Tiziano Ferro"," 1"," 0.532"," 0.687"," 0.0768"," 0.0192"," 0.0"," 0.168"," 0.331"," "
"Tjuvjakt"," 2"," 0.766"," 0.541"," 0.192"," 0.46"," 0.0"," 0.07355"," 0.6895"," "
"Toño Rosario"," 1"," 0.648"," 0.951"," 0.233"," 0.527"," 0.0"," 0.0707"," 0.966"," "
"Tommy Körberg"," 1"," 0.494"," 0.419"," 0.028"," 0.671"," 0.0"," 0.157"," 0.228"," "
"ToNick"," 1"," 0.498"," 0.77"," 0.0434"," 0.347"," 0.0"," 0.34"," 0.503"," "
"Travis Scott"," 1"," 0.763"," 0.598"," 0.0539"," 0.0714"," 0.0"," 0.112"," 0.182"," "
"Triad"," 1"," 0.678"," 0.558"," 0.0307"," 0.75"," 0.0"," 0.193"," 0.754"," "
"Triana Park"," 1"," 0.706"," 0.644"," 0.0372"," 0.0136"," 3.2e-05"," 0.187"," 0.357"," "
"Tu�?ba Yurt"," 1"," 0.707"," 0.712"," 0.0471"," 0.378"," 0.0"," 0.0862"," 0.408"," "
"Tuure Boelius"," 2"," 0.7685"," 0.651"," 0.0617"," 0.08245"," 5.75e-07"," 0.0757"," 0.659"," "
"Twenty One Pilots"," 1"," 0.732"," 0.396"," 0.0286"," 0.0841"," 3.58e-05"," 0.105"," 0.548"," "
"TWICE"," 3"," 0.7206666666666667"," 0.894"," 0.05316666666666666"," 0.1715266666666667"," 0.0005029066666666667"," 0.29833333333333334"," 0.4653333333333333"," "
"Ufo361"," 2"," 0.79"," 0.4645"," 0.1791"," 0.17455"," 0.00019339999999999998"," 0.19345"," 0.2355"," "
"Vald"," 1"," 0.745"," 0.494"," 0.354"," 0.426"," 0.0"," 0.116"," 0.397"," "
"Valentino"," 1"," 0.767"," 0.705"," 0.0521"," 0.342"," 0.0"," 0.25"," 0.52"," "
"Van Echelpoel"," 1"," 0.776"," 0.877"," 0.0672"," 0.0471"," 0.114"," 0.112"," 0.391"," "
"Vega"," 1"," 0.51"," 0.851"," 0.032"," 0.0319"," 0.000588"," 0.181"," 0.636"," "
"Vegas Jones"," 2"," 0.7495"," 0.5755"," 0.23149999999999998"," 0.11915"," 8.7285e-05"," 0.09575"," 0.2663"," "
"Vesa-Matti Loiri"," 1"," 0.175"," 0.334"," 0.0326"," 0.795"," 0.161"," 0.108"," 0.312"," "
