"Position","Track.Name","Artist","Streams","songId","Month","Region"
1,"Shape of You","Ed Sheeran",181343,"7qiZfU4dY1lWllzX7mPBI3","2017-01-01","sk"
2,"Starboy","The Weeknd",64497,"5aAx2yezTd8zXrkmtKl66Z","2017-01-01","sk"
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",37518,"3NdDpSvN911VPGivFlV5d0","2017-01-01","sk"
4,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",31389,"5knuzwU65gJK7IF5yJsuaW","2017-01-01","sk"
5,"Vozíme","Ego",33629,"2ZkzWeBRaUDWiM1So7KBK7","2017-01-01","sk"
6,"Call On Me - Ryan Riback Extended Remix","Starley",30197,"78rIJddV4X0HkNAInEcYde","2017-01-01","sk"
7,"Paris","The Chainsmokers",21945,"72jbDTw1piOOj770jWNeaG","2017-01-01","sk"
8,"I Feel It Coming","The Weeknd",29672,"5GXAXm5YOmYT0kL5jHvYBt","2017-01-01","sk"
9,"Flexim Ako Gott","Ego",25854,"3OQVYq5J8poPPdz4bwr4Dr","2017-01-01","sk"
10,"Don't Wanna Know","Maroon 5",25585,"5MFzQMkrl1FOOng9tq6R9r","2017-01-01","sk"
11,"Scared to Be Lonely","Martin Garrix",0,"3ebXMykcMXOcLeJ9xZ17XH","2017-01-01","sk"
11,"It Ain't Me (with Selena Gomez)","Kygo",0,"3eR23VReFzcdmS7TYCrhCe","2017-01-01","sk"
11,"Chained To The Rhythm","Katy Perry",0,"6520aj0B4FSKGVuKNsOCOi","2017-01-01","sk"
11,"Castle on the Hill","Ed Sheeran",0,"6PCUP3dWmTjcTtXY02oFdT","2017-01-01","sk"
11,"Believer","Imagine Dragons",0,"0CcQNd8CINkwQfe1RDtGV6","2017-01-01","sk"
11,"Something Just Like This","The Chainsmokers",0,"6RUKPb4LETWmmr3iAEQktW","2017-01-01","sk"
11,"Galway Girl","Ed Sheeran",0,"0afhq8XCExXpqazXczTSve","2017-01-01","sk"
11,"Stay (with Alessia Cara)","Zedd",0,"0dA2Mk56wEzDgegdC6R17g","2017-01-01","sk"
11,"Passionfruit","Drake",0,"7hDc8b7IXETo14hHIHdnhd","2017-01-01","sk"
11,"Symphony (feat. Zara Larsson)","Clean Bandit",0,"1x5sYLZiu9r5E43kMlt9f8","2017-01-01","sk"
11,"HUMBLE.","Kendrick Lamar",0,"7KXjTSCq5nL1LoYtL7XAwS","2017-01-01","sk"
11,"Despacito - Remix","Luis Fonsi",0,"5CtI0qwDJkDQGwXD1H1cLb","2017-01-01","sk"
