danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.765,0.687,1,-6.405,0,0.118,0.0323,0.000014,0.281,0.472,153.07,audio_features,1Oz474AZobVP06urFHuBKt,spotify:track:1Oz474AZobVP06urFHuBKt,https://api.spotify.com/v1/tracks/1Oz474AZobVP06urFHuBKt,https://api.spotify.com/v1/audio-analysis/1Oz474AZobVP06urFHuBKt,201957,4
0.787,0.82,9,-5.973,1,0.147,0.141,0,0.365,0.458,139.96,audio_features,1OsJQqzkIy1EcMmYp8NvST,spotify:track:1OsJQqzkIy1EcMmYp8NvST,https://api.spotify.com/v1/tracks/1OsJQqzkIy1EcMmYp8NvST,https://api.spotify.com/v1/audio-analysis/1OsJQqzkIy1EcMmYp8NvST,480000,4
0.841,0.467,2,-7.442,1,0.212,0.0088,0,0.157,0.263,130.082,audio_features,4GeOrEQeRgSWwqmddk2KsI,spotify:track:4GeOrEQeRgSWwqmddk2KsI,https://api.spotify.com/v1/tracks/4GeOrEQeRgSWwqmddk2KsI,https://api.spotify.com/v1/audio-analysis/4GeOrEQeRgSWwqmddk2KsI,184971,4
0.555,0.634,9,-6.403,0,0.0667,0.0242,0.0267,0.15,0.235,139.92,audio_features,0RBLY1OUdwvaTgFZhULRnG,spotify:track:0RBLY1OUdwvaTgFZhULRnG,https://api.spotify.com/v1/tracks/0RBLY1OUdwvaTgFZhULRnG,https://api.spotify.com/v1/audio-analysis/0RBLY1OUdwvaTgFZhULRnG,333994,4
0.892,0.801,10,-6.234,1,0.316,0.0621,0.0000165,0.0813,0.416,143.063,audio_features,3g7SvCfzTu23cZpKwcEVKq,spotify:track:3g7SvCfzTu23cZpKwcEVKq,https://api.spotify.com/v1/tracks/3g7SvCfzTu23cZpKwcEVKq,https://api.spotify.com/v1/audio-analysis/3g7SvCfzTu23cZpKwcEVKq,189427,4
0.892,0.801,10,-6.234,1,0.316,0.0621,0.0000165,0.0813,0.416,143.063,audio_features,24nlSZHHUx0XAzo7WDzUTa,spotify:track:24nlSZHHUx0XAzo7WDzUTa,https://api.spotify.com/v1/tracks/24nlSZHHUx0XAzo7WDzUTa,https://api.spotify.com/v1/audio-analysis/24nlSZHHUx0XAzo7WDzUTa,189427,4
0.697,0.43,0,-12.988,1,0.0971,0.063,0.0000153,0.13,0.324,140,audio_features,2MPv2lOStdWYpsLn0ShfxN,spotify:track:2MPv2lOStdWYpsLn0ShfxN,https://api.spotify.com/v1/tracks/2MPv2lOStdWYpsLn0ShfxN,https://api.spotify.com/v1/audio-analysis/2MPv2lOStdWYpsLn0ShfxN,189101,4
0.822,0.569,0,-7.69,1,0.188,0.0168,0,0.0871,0.443,134.973,audio_features,2phqKJP6uiVVUnXlOCuHSN,spotify:track:2phqKJP6uiVVUnXlOCuHSN,https://api.spotify.com/v1/tracks/2phqKJP6uiVVUnXlOCuHSN,https://api.spotify.com/v1/audio-analysis/2phqKJP6uiVVUnXlOCuHSN,192357,4
0.776,0.652,6,-4.917,0,0.0506,0.153,0.00000164,0.117,0.364,98.029,audio_features,2cx4iaLF05RyNUSlm0p3y4,spotify:track:2cx4iaLF05RyNUSlm0p3y4,https://api.spotify.com/v1/tracks/2cx4iaLF05RyNUSlm0p3y4,https://api.spotify.com/v1/audio-analysis/2cx4iaLF05RyNUSlm0p3y4,212767,4
0.832,0.807,10,-5.946,0,0.11,0.222,0.00951,0.0681,0.641,110.113,audio_features,3vcHPShfJAFP3TtAAsTHsV,spotify:track:3vcHPShfJAFP3TtAAsTHsV,https://api.spotify.com/v1/tracks/3vcHPShfJAFP3TtAAsTHsV,https://api.spotify.com/v1/audio-analysis/3vcHPShfJAFP3TtAAsTHsV,179625,4
0.449,0.289,7,-10.677,0,0.0684,0.899,0.0296,0.151,0.127,93.447,audio_features,1XwTc4Haqffapk54g4q7JK,spotify:track:1XwTc4Haqffapk54g4q7JK,https://api.spotify.com/v1/tracks/1XwTc4Haqffapk54g4q7JK,https://api.spotify.com/v1/audio-analysis/1XwTc4Haqffapk54g4q7JK,166639,4
0.689,0.351,4,-11.679,0,0.406,0.424,0.00000625,0.0751,0.198,137.666,audio_features,1Gj6R6et92U5txJxu8ffL5,spotify:track:1Gj6R6et92U5txJxu8ffL5,https://api.spotify.com/v1/tracks/1Gj6R6et92U5txJxu8ffL5,https://api.spotify.com/v1/audio-analysis/1Gj6R6et92U5txJxu8ffL5,281543,3
0.706,0.497,5,-9.885,0,0.0868,0.211,0.000648,0.111,0.0758,95.957,audio_features,23C9ilWTtBiwH2d2mxjctL,spotify:track:23C9ilWTtBiwH2d2mxjctL,https://api.spotify.com/v1/tracks/23C9ilWTtBiwH2d2mxjctL,https://api.spotify.com/v1/audio-analysis/23C9ilWTtBiwH2d2mxjctL,229856,4
0.658,0.416,6,-10.327,1,0.0346,0.0769,0.000438,0.1,0.4,99.068,audio_features,6rDTGZLPIv9KCUzqNilboV,spotify:track:6rDTGZLPIv9KCUzqNilboV,https://api.spotify.com/v1/tracks/6rDTGZLPIv9KCUzqNilboV,https://api.spotify.com/v1/audio-analysis/6rDTGZLPIv9KCUzqNilboV,104260,3
0.815,0.547,1,-8.114,0,0.114,0.057,0.00000186,0.178,0.658,78.978,audio_features,0NnISPNaZX4KVVBUrxsIev,spotify:track:0NnISPNaZX4KVVBUrxsIev,https://api.spotify.com/v1/tracks/0NnISPNaZX4KVVBUrxsIev,https://api.spotify.com/v1/audio-analysis/0NnISPNaZX4KVVBUrxsIev,187389,4
0.597,0.422,11,-11.155,1,0.352,0.304,0.0000381,0.34,0.201,159.867,audio_features,1U28jY25dsRIT6tFcNUWfW,spotify:track:1U28jY25dsRIT6tFcNUWfW,https://api.spotify.com/v1/tracks/1U28jY25dsRIT6tFcNUWfW,https://api.spotify.com/v1/audio-analysis/1U28jY25dsRIT6tFcNUWfW,186933,4
0.813,0.511,8,-10.862,1,0.241,0.132,0.00000351,0.21,0.555,137.931,audio_features,3zBm6lRfxl6tlPGbKuaTUn,spotify:track:3zBm6lRfxl6tlPGbKuaTUn,https://api.spotify.com/v1/tracks/3zBm6lRfxl6tlPGbKuaTUn,https://api.spotify.com/v1/audio-analysis/3zBm6lRfxl6tlPGbKuaTUn,199851,4
0.812,0.745,6,-6.724,1,0.23,0.0146,0.00000106,0.204,0.841,158.017,audio_features,4WiK8hgPt5QgwGdt9z7MrJ,spotify:track:4WiK8hgPt5QgwGdt9z7MrJ,https://api.spotify.com/v1/tracks/4WiK8hgPt5QgwGdt9z7MrJ,https://api.spotify.com/v1/audio-analysis/4WiK8hgPt5QgwGdt9z7MrJ,197718,4
0.854,0.541,11,-8.585,0,0.122,0.263,0.00000385,0.079,0.346,146.063,audio_features,3UYdR145K9dnygSKJqUk2d,spotify:track:3UYdR145K9dnygSKJqUk2d,https://api.spotify.com/v1/tracks/3UYdR145K9dnygSKJqUk2d,https://api.spotify.com/v1/audio-analysis/3UYdR145K9dnygSKJqUk2d,200312,4
0.616,0.53,0,-6.64,0,0.295,0.0514,0,0.188,0.456,85.897,audio_features,63PK2Lb7jf6DG5tC2keT0G,spotify:track:63PK2Lb7jf6DG5tC2keT0G,https://api.spotify.com/v1/tracks/63PK2Lb7jf6DG5tC2keT0G,https://api.spotify.com/v1/audio-analysis/63PK2Lb7jf6DG5tC2keT0G,206600,4
0.832,0.494,7,-6.574,0,0.0967,0.0981,0,0.105,0.213,131.089,audio_features,0gM8GfppywBISMgxsW1OKN,spotify:track:0gM8GfppywBISMgxsW1OKN,https://api.spotify.com/v1/tracks/0gM8GfppywBISMgxsW1OKN,https://api.spotify.com/v1/audio-analysis/0gM8GfppywBISMgxsW1OKN,225520,4
0.5,0.646,2,-5.164,0,0.0613,0.0155,0.000403,0.16,0.0384,121.351,audio_features,6XlQoupHIwPDOaZxcKdJEB,spotify:track:6XlQoupHIwPDOaZxcKdJEB,https://api.spotify.com/v1/tracks/6XlQoupHIwPDOaZxcKdJEB,https://api.spotify.com/v1/audio-analysis/6XlQoupHIwPDOaZxcKdJEB,228200,5
0.897,0.52,1,-6.602,1,0.157,0.0475,0.00000113,0.105,0.255,131.992,audio_features,1Pg6jz1OTUPi4fEzdFjPNe,spotify:track:1Pg6jz1OTUPi4fEzdFjPNe,https://api.spotify.com/v1/tracks/1Pg6jz1OTUPi4fEzdFjPNe,https://api.spotify.com/v1/audio-analysis/1Pg6jz1OTUPi4fEzdFjPNe,195307,4
0.76,0.725,4,-4.923,1,0.317,0.0701,0.00000139,0.209,0.282,146.05,audio_features,234B6b9DD5A4EDHOIMjFQ5,spotify:track:234B6b9DD5A4EDHOIMjFQ5,https://api.spotify.com/v1/tracks/234B6b9DD5A4EDHOIMjFQ5,https://api.spotify.com/v1/audio-analysis/234B6b9DD5A4EDHOIMjFQ5,175987,4
0.902,0.644,6,-6.011,1,0.0556,0.0346,0.0000114,0.107,0.498,145.008,audio_features,04fnJT81xLcyFeWSH5hCQF,spotify:track:04fnJT81xLcyFeWSH5hCQF,https://api.spotify.com/v1/tracks/04fnJT81xLcyFeWSH5hCQF,https://api.spotify.com/v1/audio-analysis/04fnJT81xLcyFeWSH5hCQF,191640,4
0.842,0.517,6,-10.817,1,0.0624,0.0653,0.000633,0.0728,0.668,120.001,audio_features,1mWy9zjVOTGF0i9P5d5mYm,spotify:track:1mWy9zjVOTGF0i9P5d5mYm,https://api.spotify.com/v1/tracks/1mWy9zjVOTGF0i9P5d5mYm,https://api.spotify.com/v1/audio-analysis/1mWy9zjVOTGF0i9P5d5mYm,172922,4
0.726,0.693,4,-7.191,0,0.0426,0.146,0,0.35,0.369,108.992,audio_features,7oUS55HQs7WDSQPHwV4JIc,spotify:track:7oUS55HQs7WDSQPHwV4JIc,https://api.spotify.com/v1/tracks/7oUS55HQs7WDSQPHwV4JIc,https://api.spotify.com/v1/audio-analysis/7oUS55HQs7WDSQPHwV4JIc,179450,4
0.838,0.557,6,-10.751,1,0.0642,0.0529,0.00174,0.0665,0.652,120.003,audio_features,42fhNXhZERZihfrsNUIlUu,spotify:track:42fhNXhZERZihfrsNUIlUu,https://api.spotify.com/v1/tracks/42fhNXhZERZihfrsNUIlUu,https://api.spotify.com/v1/audio-analysis/42fhNXhZERZihfrsNUIlUu,172922,4
0.631,0.691,2,-5.383,0,0.0372,0.0107,0,0.184,0.291,107.89,audio_features,6g1v2Cw2gejBa4qRQM3QKm,spotify:track:6g1v2Cw2gejBa4qRQM3QKm,https://api.spotify.com/v1/tracks/6g1v2Cw2gejBa4qRQM3QKm,https://api.spotify.com/v1/audio-analysis/6g1v2Cw2gejBa4qRQM3QKm,180000,4
0.846,0.631,9,-9.683,0,0.323,0.0756,0,0.131,0.692,96.04,audio_features,0jTmeCbFeCpSijXuiCXsrL,spotify:track:0jTmeCbFeCpSijXuiCXsrL,https://api.spotify.com/v1/tracks/0jTmeCbFeCpSijXuiCXsrL,https://api.spotify.com/v1/audio-analysis/0jTmeCbFeCpSijXuiCXsrL,151510,4
0.732,0.687,4,-7.167,0,0.0423,0.182,0,0.336,0.316,109.023,audio_features,1fwLg7UC2pbr8e7fALQncC,spotify:track:1fwLg7UC2pbr8e7fALQncC,https://api.spotify.com/v1/tracks/1fwLg7UC2pbr8e7fALQncC,https://api.spotify.com/v1/audio-analysis/1fwLg7UC2pbr8e7fALQncC,179450,4
0.784,0.414,0,-8.218,0,0.0453,0.00688,0,0.0852,0.401,130.13,audio_features,3WR3mQ8SDjJgxbdOFrqfca,spotify:track:3WR3mQ8SDjJgxbdOFrqfca,https://api.spotify.com/v1/tracks/3WR3mQ8SDjJgxbdOFrqfca,https://api.spotify.com/v1/audio-analysis/3WR3mQ8SDjJgxbdOFrqfca,184400,4
0.869,0.437,5,-7.787,0,0.0718,0.474,0.000128,0.0912,0.566,105.026,audio_features,3mGRGwcZbu63oYmTzjCi1t,spotify:track:3mGRGwcZbu63oYmTzjCi1t,https://api.spotify.com/v1/tracks/3mGRGwcZbu63oYmTzjCi1t,https://api.spotify.com/v1/audio-analysis/3mGRGwcZbu63oYmTzjCi1t,189714,4
0.509,0.637,4,-4.83,0,0.0471,0.0717,0.0000108,0.0789,0.378,172.006,audio_features,2aksifNn5ph8igDOkPBA02,spotify:track:2aksifNn5ph8igDOkPBA02,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02,https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02,224000,3
0.854,0.695,8,-5.669,1,0.154,0.0111,0,0.111,0.407,141.029,audio_features,1Lj3IxnXEMEULqW400cjio,spotify:track:1Lj3IxnXEMEULqW400cjio,https://api.spotify.com/v1/tracks/1Lj3IxnXEMEULqW400cjio,https://api.spotify.com/v1/audio-analysis/1Lj3IxnXEMEULqW400cjio,174789,4
0.801,0.278,8,-9.82,0,0.213,0.662,0.00000189,0.0996,0.282,73.025,audio_features,39jfJXs2uYHmpU3zotxEkj,spotify:track:39jfJXs2uYHmpU3zotxEkj,https://api.spotify.com/v1/tracks/39jfJXs2uYHmpU3zotxEkj,https://api.spotify.com/v1/audio-analysis/39jfJXs2uYHmpU3zotxEkj,226159,4
0.564,0.494,4,-8.465,1,0.0696,0.0338,0,0.0802,0.301,83.876,audio_features,6YmjtvXrdpD1VUUW5hznQp,spotify:track:6YmjtvXrdpD1VUUW5hznQp,https://api.spotify.com/v1/tracks/6YmjtvXrdpD1VUUW5hznQp,https://api.spotify.com/v1/audio-analysis/6YmjtvXrdpD1VUUW5hznQp,244643,4
0.875,0.601,11,-5.749,0,0.366,0.0221,0,0.0721,0.437,138.101,audio_features,4N2Xtuy20ewSeznRQcX6G4,spotify:track:4N2Xtuy20ewSeznRQcX6G4,https://api.spotify.com/v1/tracks/4N2Xtuy20ewSeznRQcX6G4,https://api.spotify.com/v1/audio-analysis/4N2Xtuy20ewSeznRQcX6G4,252983,4
0.733,0.46,7,-8.763,0,0.174,0.25,0,0.0544,0.18,128.315,audio_features,7LyQvc6mjRxBS5XRC0bTHV,spotify:track:7LyQvc6mjRxBS5XRC0bTHV,https://api.spotify.com/v1/tracks/7LyQvc6mjRxBS5XRC0bTHV,https://api.spotify.com/v1/audio-analysis/7LyQvc6mjRxBS5XRC0bTHV,240114,4
0.685,0.799,0,-5.945,0,0.0542,0.122,0.00244,0.374,0.892,105.069,audio_features,3VSt7R9LHTomKGP1RhkvuT,spotify:track:3VSt7R9LHTomKGP1RhkvuT,https://api.spotify.com/v1/tracks/3VSt7R9LHTomKGP1RhkvuT,https://api.spotify.com/v1/audio-analysis/3VSt7R9LHTomKGP1RhkvuT,199776,4
0.768,0.282,8,-10.348,0,0.0863,0.11,0.0208,0.113,0.175,97.043,audio_features,6n3HGiq4v35D6eFOSwqYuo,spotify:track:6n3HGiq4v35D6eFOSwqYuo,https://api.spotify.com/v1/tracks/6n3HGiq4v35D6eFOSwqYuo,https://api.spotify.com/v1/audio-analysis/6n3HGiq4v35D6eFOSwqYuo,219692,4
0.621,0.247,11,-12.291,0,0.0393,0.499,0.0239,0.113,0.221,111.974,audio_features,2fkeWbM6iqTw7oGHTYm2lw,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,https://api.spotify.com/v1/tracks/2fkeWbM6iqTw7oGHTYm2lw,https://api.spotify.com/v1/audio-analysis/2fkeWbM6iqTw7oGHTYm2lw,186293,4
0.719,0.354,11,-10.461,1,0.104,0.755,0.00969,0.349,0.205,123.152,audio_features,13e6f8t7RKXuxZ0JdaaJRG,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/tracks/13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/audio-analysis/13e6f8t7RKXuxZ0JdaaJRG,107673,4
0.78,0.729,5,-9.138,0,0.0493,0.0896,0.422,0.104,0.844,123.009,audio_features,7y6c07pgjZvtHI9kuMVqk1,spotify:track:7y6c07pgjZvtHI9kuMVqk1,https://api.spotify.com/v1/tracks/7y6c07pgjZvtHI9kuMVqk1,https://api.spotify.com/v1/audio-analysis/7y6c07pgjZvtHI9kuMVqk1,250337,4
0.724,0.548,7,-8.062,0,0.0497,0.0521,0.0000074,0.104,0.392,98.017,audio_features,2XlHu0HcujBCkWMdIAvrqt,spotify:track:2XlHu0HcujBCkWMdIAvrqt,https://api.spotify.com/v1/tracks/2XlHu0HcujBCkWMdIAvrqt,https://api.spotify.com/v1/audio-analysis/2XlHu0HcujBCkWMdIAvrqt,216558,4
0.903,0.432,8,-11.885,1,0.426,0.0463,0,0.111,0.555,139.028,audio_features,0xl1w2q4VLojeXp4JfazPL,spotify:track:0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/tracks/0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,307593,4
0.872,0.389,1,-8.343,1,0.0634,0.0343,0.000679,0.0941,0.156,131.012,audio_features,6UjfByV1lDLW0SOVQA4NAi,spotify:track:6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,189230,4
0.919,0.627,10,-6.764,0,0.234,0.0626,0,0.529,0.52,97.076,audio_features,6CfrYuD3YRDYdYvH9jNtXY,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/tracks/6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/audio-analysis/6CfrYuD3YRDYdYvH9jNtXY,149569,4
0.924,0.444,1,-8.227,1,0.243,0.0143,0,0.26,0.314,136.088,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
0.617,0.492,10,-7.588,0,0.448,0.0621,0,0.484,0.208,141.953,audio_features,05KOgYg8PGeJyyWBPi5ja8,spotify:track:05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/tracks/05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/audio-analysis/05KOgYg8PGeJyyWBPi5ja8,218674,4
0.497,0.489,11,-7.724,0,0.294,0.0576,0.0000991,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
0.789,0.53,2,-6.2,1,0.293,0.0541,0,0.164,0.367,75.515,audio_features,0Fv5N0cHBsl4bzCbollCAS,spotify:track:0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,142907,4
0.58,0.768,11,-5.482,1,0.386,0.608,0.00000105,0.342,0.351,124.719,audio_features,1MksGqIztTT6M9R1ErKVs8,spotify:track:1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/tracks/1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/audio-analysis/1MksGqIztTT6M9R1ErKVs8,325840,5
0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,audio_features,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,242407,4
0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,253107,4
0.945,0.394,10,-8.571,1,0.492,0.303,0,0.131,0.743,120.058,audio_features,5GFDrUTLGJix84sNhjCG0g,spotify:track:5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g,209747,4
0.941,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.041,audio_features,5hTpBe8h35rJ67eAWHQsJx,spotify:track:5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,209640,4
0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,audio_features,0SGkqnVQo9KPytSri1H6cF,spotify:track:0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,222360,4
0.952,0.318,10,-10.357,1,0.467,0.174,0,0.205,0.665,120.077,audio_features,7FB8l7UA1HKqnuSLjP9qDc,spotify:track:7FB8l7UA1HKqnuSLjP9qDc,https://api.spotify.com/v1/tracks/7FB8l7UA1HKqnuSLjP9qDc,https://api.spotify.com/v1/audio-analysis/7FB8l7UA1HKqnuSLjP9qDc,209640,4
0.886,0.525,8,-7.39,1,0.131,0.236,0,0.057,0.708,145.99,audio_features,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/tracks/7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/audio-analysis/7yyRTcZmCiyzzJlNzGC9Ol,225205,4
0.463,0.642,9,-7.208,0,0.0736,0.0422,0.00156,0.122,0.455,123.493,audio_features,2BJkinM7TmdcsDGNvmZds8,spotify:track:2BJkinM7TmdcsDGNvmZds8,https://api.spotify.com/v1/tracks/2BJkinM7TmdcsDGNvmZds8,https://api.spotify.com/v1/audio-analysis/2BJkinM7TmdcsDGNvmZds8,239688,3
0.552,0.881,6,-5.389,1,0.0452,0.167,0.00000299,0.346,0.872,79.489,audio_features,2tcTksk6qFbYSaZogGmgfO,spotify:track:2tcTksk6qFbYSaZogGmgfO,https://api.spotify.com/v1/tracks/2tcTksk6qFbYSaZogGmgfO,https://api.spotify.com/v1/audio-analysis/2tcTksk6qFbYSaZogGmgfO,268208,4
0.632,0.843,8,-5.716,1,0.1,0.397,0,0.132,0.339,129.971,audio_features,4sa0pXDdQkBZ1r5NZWQJyV,spotify:track:4sa0pXDdQkBZ1r5NZWQJyV,https://api.spotify.com/v1/tracks/4sa0pXDdQkBZ1r5NZWQJyV,https://api.spotify.com/v1/audio-analysis/4sa0pXDdQkBZ1r5NZWQJyV,249266,4
0.607,0.688,4,-7.814,0,0.108,0.222,0.00000123,0.205,0.404,91.06,audio_features,6Ld3bnYoP3JnmHMbtqMXYY,spotify:track:6Ld3bnYoP3JnmHMbtqMXYY,https://api.spotify.com/v1/tracks/6Ld3bnYoP3JnmHMbtqMXYY,https://api.spotify.com/v1/audio-analysis/6Ld3bnYoP3JnmHMbtqMXYY,282760,4
0.761,0.431,9,-13.207,0,0.0969,0.374,0.00309,0.112,0.327,119.991,audio_features,5dLtu0lS5pP9ivMerk3uMA,spotify:track:5dLtu0lS5pP9ivMerk3uMA,https://api.spotify.com/v1/tracks/5dLtu0lS5pP9ivMerk3uMA,https://api.spotify.com/v1/audio-analysis/5dLtu0lS5pP9ivMerk3uMA,196000,4
0.707,0.712,7,-5.564,0,0.0471,0.378,0,0.0862,0.408,126.008,audio_features,2QD387ZxhUxTJQYLe11w9D,spotify:track:2QD387ZxhUxTJQYLe11w9D,https://api.spotify.com/v1/tracks/2QD387ZxhUxTJQYLe11w9D,https://api.spotify.com/v1/audio-analysis/2QD387ZxhUxTJQYLe11w9D,191628,4
0.653,0.468,0,-7.568,0,0.0486,0.489,0,0.21,0.688,126.851,audio_features,5uyGQAXeaYJ7X7FcN8JJiq,spotify:track:5uyGQAXeaYJ7X7FcN8JJiq,https://api.spotify.com/v1/tracks/5uyGQAXeaYJ7X7FcN8JJiq,https://api.spotify.com/v1/audio-analysis/5uyGQAXeaYJ7X7FcN8JJiq,214060,4
0.83,0.515,6,-5.942,0,0.424,0.129,0,0.1,0.692,95.209,audio_features,5Y3ZTBwRNrgj3AlXYASvDe,spotify:track:5Y3ZTBwRNrgj3AlXYASvDe,https://api.spotify.com/v1/tracks/5Y3ZTBwRNrgj3AlXYASvDe,https://api.spotify.com/v1/audio-analysis/5Y3ZTBwRNrgj3AlXYASvDe,222329,4
0.847,0.636,10,-8.687,0,0.523,0.663,0.00015,0.322,0.302,125.055,audio_features,5JaXKUIcNxwSuUyD4CsphL,spotify:track:5JaXKUIcNxwSuUyD4CsphL,https://api.spotify.com/v1/tracks/5JaXKUIcNxwSuUyD4CsphL,https://api.spotify.com/v1/audio-analysis/5JaXKUIcNxwSuUyD4CsphL,253450,4
0.788,0.497,11,-10.964,0,0.151,0.37,0.0000045,0.0939,0.339,130.02,audio_features,0R0o8uOkDz40XsR6uwThfQ,spotify:track:0R0o8uOkDz40XsR6uwThfQ,https://api.spotify.com/v1/tracks/0R0o8uOkDz40XsR6uwThfQ,https://api.spotify.com/v1/audio-analysis/0R0o8uOkDz40XsR6uwThfQ,222928,4
0.676,0.875,0,-6.746,1,0.0495,0.265,0,0.146,0.969,95.978,audio_features,5m0xKFMim80XzJ1HM0IBwW,spotify:track:5m0xKFMim80XzJ1HM0IBwW,https://api.spotify.com/v1/tracks/5m0xKFMim80XzJ1HM0IBwW,https://api.spotify.com/v1/audio-analysis/5m0xKFMim80XzJ1HM0IBwW,191031,4
0.484,0.519,5,-6.273,0,0.158,0.659,0,0.229,0.464,183.578,audio_features,7gPMdD5iUC8i3LsFxr01jw,spotify:track:7gPMdD5iUC8i3LsFxr01jw,https://api.spotify.com/v1/tracks/7gPMdD5iUC8i3LsFxr01jw,https://api.spotify.com/v1/audio-analysis/7gPMdD5iUC8i3LsFxr01jw,262113,4
0.788,0.497,11,-10.964,0,0.151,0.37,0.0000045,0.0939,0.339,130.02,audio_features,4aDCblDfszqyxKUVLY6EEl,spotify:track:4aDCblDfszqyxKUVLY6EEl,https://api.spotify.com/v1/tracks/4aDCblDfszqyxKUVLY6EEl,https://api.spotify.com/v1/audio-analysis/4aDCblDfszqyxKUVLY6EEl,222928,4
0.847,0.636,10,-8.687,0,0.523,0.663,0.00015,0.322,0.302,125.055,audio_features,5xL1RFOuD9XsVqa7UVxdnw,spotify:track:5xL1RFOuD9XsVqa7UVxdnw,https://api.spotify.com/v1/tracks/5xL1RFOuD9XsVqa7UVxdnw,https://api.spotify.com/v1/audio-analysis/5xL1RFOuD9XsVqa7UVxdnw,253450,4
0.51,0.851,4,-5.329,0,0.032,0.0319,0.000588,0.181,0.636,134.918,audio_features,2fYmjO7Jj3MWaLiVvLyFwA,spotify:track:2fYmjO7Jj3MWaLiVvLyFwA,https://api.spotify.com/v1/tracks/2fYmjO7Jj3MWaLiVvLyFwA,https://api.spotify.com/v1/audio-analysis/2fYmjO7Jj3MWaLiVvLyFwA,315111,4
